subject,trial,study_time,item_type,trial_type,response
subj01,169,1,word,lure,0
subj01,170,1,word,lure,1
subj01,171,1,word,lure,0
subj01,172,1,word,lure,0
subj01,173,1,word,lure,1
subj01,174,1,word,lure,0
subj01,175,1,word,lure,0
subj01,176,1,word,lure,1
subj01,177,1,word,lure,0
subj01,178,1,word,lure,1
subj01,179,1,word,lure,0
subj01,180,1,word,lure,0
subj01,181,1,word,lure,0
subj01,182,1,word,lure,0
subj01,183,1,word,lure,0
subj01,184,1,word,lure,0
subj01,185,1,word,lure,0
subj01,186,1,word,lure,0
subj01,187,1,word,lure,0
subj01,188,1,word,lure,0
subj01,189,1,word,lure,1
subj01,190,1,word,lure,0
subj01,191,1,word,lure,1
subj01,192,1,word,lure,0
subj01,193,1,word,lure,0
subj01,194,1,word,lure,0
subj01,195,1,word,lure,1
subj01,196,1,word,lure,0
subj01,197,1,word,lure,1
subj01,198,1,word,lure,1
subj01,199,1,word,lure,1
subj01,200,1,word,lure,0
subj01,201,1,picture,target,1
subj01,202,1,picture,target,1
subj01,203,1,picture,target,0
subj01,204,1,picture,target,0
subj01,205,1,picture,target,1
subj01,206,1,picture,target,0
subj01,207,1,picture,target,1
subj01,208,1,picture,target,0
subj01,209,1,picture,target,0
subj01,210,1,picture,target,0
subj01,211,1,picture,target,0
subj01,212,1,picture,target,1
subj01,213,1,picture,target,0
subj01,214,1,picture,target,1
subj01,215,1,picture,target,1
subj01,216,1,picture,target,1
subj01,217,1,picture,target,1
subj01,218,1,picture,target,1
subj01,219,1,picture,target,1
subj01,220,1,picture,target,1
subj01,221,1,picture,target,0
subj01,222,1,picture,target,1
subj01,223,1,picture,target,0
subj01,224,1,picture,target,1
subj01,225,1,picture,target,1
subj01,226,1,picture,target,1
subj01,227,1,picture,target,0
subj01,228,1,picture,target,1
subj01,229,1,picture,target,1
subj01,230,1,picture,target,1
subj01,231,1,picture,target,1
subj01,232,1,picture,target,0
subj01,233,1,picture,target,1
subj01,234,1,picture,target,0
subj01,235,1,picture,target,1
subj01,236,1,picture,target,0
subj01,237,1,picture,target,1
subj01,238,1,picture,target,1
subj01,239,1,picture,target,0
subj01,240,1,picture,target,1
subj01,241,1,picture,target,1
subj01,242,1,picture,target,1
subj01,243,1,picture,target,1
subj01,244,1,picture,target,1
subj01,245,1,picture,target,1
subj01,246,1,picture,target,1
subj01,247,1,picture,target,0
subj01,248,1,picture,target,0
subj01,249,1,picture,target,0
subj01,250,1,picture,target,1
subj01,251,1,picture,target,1
subj01,252,1,picture,target,0
subj01,253,1,picture,target,1
subj01,254,1,picture,target,0
subj01,255,1,picture,target,0
subj01,256,1,picture,target,1
subj01,257,1,picture,target,1
subj01,258,1,picture,target,1
subj01,259,1,picture,target,1
subj01,260,1,picture,target,1
subj01,261,1,picture,target,0
subj01,262,1,picture,target,1
subj01,263,1,picture,target,1
subj01,264,1,picture,target,1
subj01,265,1,picture,target,0
subj01,266,1,picture,target,1
subj01,267,1,picture,target,1
subj01,268,1,picture,target,1
subj01,269,1,picture,target,0
subj01,270,1,picture,target,1
subj01,271,1,picture,target,1
subj01,272,1,picture,target,1
subj01,273,1,picture,target,1
subj01,274,1,picture,target,1
subj01,275,1,picture,target,1
subj01,276,1,picture,target,1
subj01,277,1,picture,target,1
subj01,278,1,picture,target,1
subj01,279,1,picture,target,1
subj01,280,1,picture,target,1
subj01,281,1,picture,target,1
subj01,282,1,picture,target,0
subj01,283,1,picture,target,1
subj01,284,1,picture,target,0
subj01,285,1,picture,target,0
subj01,286,1,picture,target,1
subj01,287,1,picture,target,1
subj01,288,1,picture,target,0
subj01,289,1,picture,target,1
subj01,290,1,picture,target,0
subj01,291,1,picture,target,0
subj01,292,1,picture,target,1
subj01,293,1,picture,target,1
subj01,294,1,picture,target,1
subj01,295,1,picture,target,1
subj01,296,1,picture,target,1
subj01,297,1,picture,target,1
subj01,298,1,picture,target,1
subj01,299,1,picture,target,0
subj01,300,1,picture,target,0
subj01,301,1,picture,lure,0
subj01,302,1,picture,lure,0
subj01,303,1,picture,lure,0
subj01,304,1,picture,lure,0
subj01,305,1,picture,lure,0
subj01,306,1,picture,lure,0
subj01,307,1,picture,lure,0
subj01,308,1,picture,lure,0
subj01,309,1,picture,lure,0
subj01,310,1,picture,lure,0
subj01,311,1,picture,lure,0
subj01,312,1,picture,lure,1
subj01,313,1,picture,lure,0
subj01,314,1,picture,lure,0
subj01,315,1,picture,lure,1
subj01,316,1,picture,lure,1
subj01,317,1,picture,lure,0
subj01,318,1,picture,lure,0
subj01,319,1,picture,lure,0
subj01,320,1,picture,lure,0
subj01,321,1,picture,lure,1
subj01,322,1,picture,lure,0
subj01,323,1,picture,lure,0
subj01,324,1,picture,lure,0
subj01,325,1,picture,lure,0
subj01,326,1,picture,lure,0
subj01,327,1,picture,lure,0
subj01,328,1,picture,lure,0
subj01,329,1,picture,lure,1
subj01,330,1,picture,lure,0
subj01,331,1,picture,lure,0
subj01,332,1,picture,lure,0
subj01,333,1,picture,lure,0
subj01,334,1,picture,lure,0
subj01,335,1,picture,lure,1
subj01,336,1,picture,lure,0
subj01,337,1,picture,lure,1
subj01,338,1,picture,lure,0
subj01,339,1,picture,lure,0
subj01,340,1,picture,lure,0
subj01,341,1,picture,lure,0
subj01,342,1,picture,lure,0
subj01,343,1,picture,lure,0
subj01,344,1,picture,lure,0
subj01,345,1,picture,lure,0
subj01,346,1,picture,lure,0
subj01,347,1,picture,lure,0
subj01,348,1,picture,lure,0
subj01,349,1,picture,lure,0
subj01,350,1,picture,lure,0
subj01,351,1,picture,lure,0
subj01,352,1,picture,lure,0
subj01,353,1,picture,lure,0
subj01,354,1,picture,lure,0
subj01,355,1,picture,lure,1
subj01,356,1,picture,lure,0
subj01,357,1,picture,lure,1
subj01,358,1,picture,lure,0
subj01,359,1,picture,lure,0
subj01,360,1,picture,lure,0
subj01,361,1,picture,lure,1
subj01,362,1,picture,lure,0
subj01,363,1,picture,lure,0
subj01,364,1,picture,lure,1
subj01,365,1,picture,lure,0
subj01,366,1,picture,lure,0
subj01,367,1,picture,lure,0
subj01,368,1,picture,lure,0
subj01,369,1,picture,lure,1
subj01,370,1,picture,lure,0
subj01,371,1,picture,lure,0
subj01,372,1,picture,lure,0
subj01,373,1,picture,lure,0
subj01,374,1,picture,lure,0
subj01,375,1,picture,lure,0
subj01,376,1,picture,lure,0
subj01,377,1,picture,lure,0
subj01,378,1,picture,lure,0
subj01,379,1,picture,lure,0
subj01,380,1,picture,lure,0
subj01,381,1,picture,lure,0
subj01,382,1,picture,lure,0
subj01,383,1,picture,lure,0
subj01,384,1,picture,lure,0
subj01,385,1,picture,lure,0
subj01,386,1,picture,lure,0
subj01,387,1,picture,lure,1
subj01,388,1,picture,lure,0
subj01,389,1,picture,lure,0
subj01,390,1,picture,lure,0
subj01,391,1,picture,lure,0
subj01,392,1,picture,lure,0
subj01,393,1,picture,lure,0
subj01,394,1,picture,lure,0
subj01,395,1,picture,lure,0
subj01,396,1,picture,lure,0
subj01,397,1,picture,lure,0
subj01,398,1,picture,lure,0
subj01,399,1,picture,lure,1
subj01,400,1,picture,lure,0
subj01,401,2,word,target,0
subj01,402,2,word,target,1
subj01,403,2,word,target,1
subj01,404,2,word,target,1
subj01,405,2,word,target,0
subj01,406,2,word,target,1
subj01,407,2,word,target,1
subj01,408,2,word,target,1
subj01,409,2,word,target,1
subj01,410,2,word,target,1
subj01,411,2,word,target,1
subj01,412,2,word,target,1
subj01,413,2,word,target,1
subj01,414,2,word,target,1
subj01,415,2,word,target,1
subj01,416,2,word,target,1
subj01,417,2,word,target,1
subj01,418,2,word,target,0
subj01,419,2,word,target,1
subj01,420,2,word,target,1
subj01,421,2,word,target,1
subj01,422,2,word,target,0
subj01,423,2,word,target,1
subj01,424,2,word,target,1
subj01,425,2,word,target,1
subj01,426,2,word,target,1
subj01,427,2,word,target,1
subj01,428,2,word,target,0
subj01,429,2,word,target,0
subj01,430,2,word,target,0
subj01,431,2,word,target,1
subj01,432,2,word,target,1
subj01,433,2,word,target,1
subj01,434,2,word,target,1
subj01,435,2,word,target,0
subj01,436,2,word,target,1
subj01,437,2,word,target,1
subj01,438,2,word,target,1
subj01,439,2,word,target,0
subj01,440,2,word,target,1
subj01,441,2,word,target,0
subj01,442,2,word,target,0
subj01,443,2,word,target,0
subj01,444,2,word,target,0
subj01,445,2,word,target,1
subj01,446,2,word,target,0
subj01,447,2,word,target,0
subj01,448,2,word,target,1
subj01,449,2,word,target,1
subj01,450,2,word,target,0
subj01,451,2,word,target,1
subj01,452,2,word,target,1
subj01,453,2,word,target,1
subj01,454,2,word,target,0
subj01,455,2,word,target,1
subj01,456,2,word,target,0
subj01,457,2,word,target,1
subj01,458,2,word,target,1
subj01,459,2,word,target,1
subj01,460,2,word,target,0
subj01,461,2,word,target,0
subj01,462,2,word,target,1
subj01,463,2,word,target,0
subj01,464,2,word,target,1
subj01,465,2,word,target,1
subj01,466,2,word,target,1
subj01,467,2,word,target,1
subj01,468,2,word,target,1
subj01,469,2,word,target,1
subj01,470,2,word,target,1
subj01,471,2,word,target,1
subj01,472,2,word,target,0
subj01,473,2,word,target,0
subj01,474,2,word,target,1
subj01,475,2,word,target,1
subj01,476,2,word,target,1
subj01,477,2,word,target,1
subj01,478,2,word,target,1
subj01,479,2,word,target,1
subj01,480,2,word,target,1
subj01,481,2,word,target,0
subj01,482,2,word,target,0
subj01,483,2,word,target,1
subj01,484,2,word,target,0
subj01,485,2,word,target,1
subj01,486,2,word,target,0
subj01,487,2,word,target,1
subj01,488,2,word,target,0
subj01,489,2,word,target,0
subj01,490,2,word,target,1
subj01,491,2,word,target,1
subj01,492,2,word,target,0
subj01,493,2,word,target,1
subj01,494,2,word,target,1
subj01,495,2,word,target,1
subj01,496,2,word,target,1
subj01,497,2,word,target,1
subj01,498,2,word,target,0
subj01,499,2,word,target,1
subj01,500,2,word,target,1
subj01,501,2,word,lure,0
subj01,502,2,word,lure,0
subj01,503,2,word,lure,0
subj01,504,2,word,lure,1
subj01,505,2,word,lure,0
subj01,506,2,word,lure,0
subj01,507,2,word,lure,1
subj01,508,2,word,lure,1
subj01,509,2,word,lure,1
subj01,510,2,word,lure,1
subj01,511,2,word,lure,1
subj01,512,2,word,lure,0
subj01,513,2,word,lure,0
subj01,514,2,word,lure,0
subj01,515,2,word,lure,0
subj01,516,2,word,lure,0
subj01,517,2,word,lure,0
subj01,518,2,word,lure,1
subj01,519,2,word,lure,0
subj01,520,2,word,lure,1
subj01,521,2,word,lure,0
subj01,522,2,word,lure,0
subj01,523,2,word,lure,0
subj01,524,2,word,lure,0
subj01,525,2,word,lure,1
subj01,526,2,word,lure,0
subj01,527,2,word,lure,0
subj01,528,2,word,lure,1
subj01,529,2,word,lure,1
subj01,530,2,word,lure,0
subj01,531,2,word,lure,1
subj01,532,2,word,lure,0
subj01,533,2,word,lure,0
subj01,534,2,word,lure,0
subj01,535,2,word,lure,0
subj01,536,2,word,lure,0
subj01,537,2,word,lure,1
subj01,538,2,word,lure,1
subj01,539,2,word,lure,1
subj01,540,2,word,lure,0
subj01,541,2,word,lure,0
subj01,542,2,word,lure,0
subj01,543,2,word,lure,1
subj01,544,2,word,lure,1
subj01,545,2,word,lure,1
subj01,546,2,word,lure,0
subj01,547,2,word,lure,1
subj01,548,2,word,lure,1
subj01,549,2,word,lure,1
subj01,550,2,word,lure,1
subj01,551,2,word,lure,0
subj01,552,2,word,lure,0
subj01,553,2,word,lure,0
subj01,554,2,word,lure,0
subj01,555,2,word,lure,0
subj01,556,2,word,lure,0
subj01,557,2,word,lure,1
subj01,558,2,word,lure,0
subj01,559,2,word,lure,0
subj01,560,2,word,lure,0
subj01,561,2,word,lure,1
subj01,562,2,word,lure,1
subj01,563,2,word,lure,1
subj01,564,2,word,lure,1
subj01,565,2,word,lure,0
subj01,566,2,word,lure,1
subj01,567,2,word,lure,0
subj01,568,2,word,lure,0
subj01,569,2,word,lure,0
subj01,570,2,word,lure,0
subj01,571,2,word,lure,0
subj01,572,2,word,lure,0
subj01,573,2,word,lure,0
subj01,574,2,word,lure,0
subj01,575,2,word,lure,0
subj01,576,2,word,lure,0
subj01,577,2,word,lure,0
subj01,578,2,word,lure,0
subj01,579,2,word,lure,0
subj01,580,2,word,lure,1
subj01,581,2,word,lure,0
subj01,582,2,word,lure,1
subj01,583,2,word,lure,0
subj01,584,2,word,lure,0
subj01,585,2,word,lure,0
subj01,586,2,word,lure,0
subj01,587,2,word,lure,0
subj01,588,2,word,lure,1
subj01,589,2,word,lure,1
subj01,590,2,word,lure,0
subj01,591,2,word,lure,1
subj01,592,2,word,lure,0
subj01,593,2,word,lure,0
subj01,594,2,word,lure,0
subj01,595,2,word,lure,0
subj01,596,2,word,lure,1
subj01,597,2,word,lure,0
subj01,598,2,word,lure,1
subj01,599,2,word,lure,0
subj01,600,2,word,lure,1
subj01,601,2,picture,target,0
subj01,602,2,picture,target,1
subj01,603,2,picture,target,1
subj01,604,2,picture,target,1
subj01,605,2,picture,target,1
subj01,606,2,picture,target,0
subj01,607,2,picture,target,1
subj01,608,2,picture,target,1
subj01,609,2,picture,target,1
subj01,610,2,picture,target,1
subj01,611,2,picture,target,1
subj01,612,2,picture,target,1
subj01,613,2,picture,target,0
subj01,614,2,picture,target,1
subj01,615,2,picture,target,1
subj01,616,2,picture,target,1
subj01,617,2,picture,target,0
subj01,618,2,picture,target,1
subj01,619,2,picture,target,0
subj01,620,2,picture,target,1
subj01,621,2,picture,target,1
subj01,622,2,picture,target,0
subj01,623,2,picture,target,1
subj01,624,2,picture,target,1
subj01,625,2,picture,target,1
subj01,626,2,picture,target,1
subj01,627,2,picture,target,1
subj01,628,2,picture,target,0
subj01,629,2,picture,target,0
subj01,630,2,picture,target,0
subj01,631,2,picture,target,1
subj01,632,2,picture,target,1
subj01,633,2,picture,target,1
subj01,634,2,picture,target,1
subj01,635,2,picture,target,1
subj01,636,2,picture,target,1
subj01,637,2,picture,target,0
subj01,638,2,picture,target,1
subj01,639,2,picture,target,1
subj01,640,2,picture,target,0
subj01,641,2,picture,target,1
subj01,642,2,picture,target,1
subj01,643,2,picture,target,1
subj01,644,2,picture,target,0
subj01,645,2,picture,target,0
subj01,646,2,picture,target,1
subj01,647,2,picture,target,1
subj01,648,2,picture,target,1
subj01,649,2,picture,target,1
subj01,650,2,picture,target,1
subj01,651,2,picture,target,1
subj01,652,2,picture,target,1
subj01,653,2,picture,target,1
subj01,654,2,picture,target,1
subj01,655,2,picture,target,1
subj01,656,2,picture,target,1
subj01,657,2,picture,target,0
subj01,658,2,picture,target,1
subj01,659,2,picture,target,1
subj01,660,2,picture,target,1
subj01,661,2,picture,target,0
subj01,662,2,picture,target,1
subj01,663,2,picture,target,1
subj01,664,2,picture,target,0
subj01,665,2,picture,target,0
subj01,666,2,picture,target,1
subj01,667,2,picture,target,0
subj01,668,2,picture,target,1
subj01,669,2,picture,target,1
subj01,670,2,picture,target,1
subj01,671,2,picture,target,1
subj01,672,2,picture,target,1
subj01,673,2,picture,target,1
subj01,674,2,picture,target,0
subj01,675,2,picture,target,1
subj01,676,2,picture,target,1
subj01,677,2,picture,target,1
subj01,678,2,picture,target,1
subj01,679,2,picture,target,1
subj01,680,2,picture,target,1
subj01,681,2,picture,target,0
subj01,682,2,picture,target,1
subj01,683,2,picture,target,1
subj01,684,2,picture,target,1
subj01,685,2,picture,target,1
subj01,686,2,picture,target,1
subj01,687,2,picture,target,1
subj01,688,2,picture,target,0
subj01,689,2,picture,target,0
subj01,690,2,picture,target,1
subj01,691,2,picture,target,0
subj01,692,2,picture,target,0
subj01,693,2,picture,target,1
subj01,694,2,picture,target,1
subj01,695,2,picture,target,1
subj01,696,2,picture,target,0
subj01,697,2,picture,target,1
subj01,698,2,picture,target,1
subj01,699,2,picture,target,1
subj01,700,2,picture,target,1
subj01,701,2,picture,lure,0
subj01,702,2,picture,lure,0
subj01,703,2,picture,lure,0
subj01,704,2,picture,lure,0
subj01,705,2,picture,lure,0
subj01,706,2,picture,lure,0
subj01,707,2,picture,lure,1
subj01,708,2,picture,lure,0
subj01,709,2,picture,lure,0
subj01,710,2,picture,lure,0
subj01,711,2,picture,lure,1
subj01,712,2,picture,lure,0
subj01,713,2,picture,lure,0
subj01,714,2,picture,lure,0
subj01,715,2,picture,lure,0
subj01,716,2,picture,lure,0
subj01,717,2,picture,lure,0
subj01,718,2,picture,lure,0
subj01,719,2,picture,lure,0
subj01,720,2,picture,lure,0
subj01,721,2,picture,lure,0
subj01,722,2,picture,lure,1
subj01,723,2,picture,lure,0
subj01,724,2,picture,lure,0
subj01,725,2,picture,lure,0
subj01,726,2,picture,lure,0
subj01,727,2,picture,lure,0
subj01,728,2,picture,lure,0
subj01,729,2,picture,lure,0
subj01,730,2,picture,lure,0
subj01,731,2,picture,lure,0
subj01,732,2,picture,lure,1
subj01,733,2,picture,lure,0
subj01,734,2,picture,lure,0
subj01,735,2,picture,lure,0
subj01,736,2,picture,lure,0
subj01,737,2,picture,lure,0
subj01,738,2,picture,lure,0
subj01,739,2,picture,lure,0
subj01,740,2,picture,lure,0
subj01,741,2,picture,lure,0
subj01,742,2,picture,lure,0
subj01,743,2,picture,lure,1
subj01,744,2,picture,lure,0
subj01,745,2,picture,lure,0
subj01,746,2,picture,lure,0
subj01,747,2,picture,lure,0
subj01,748,2,picture,lure,0
subj01,749,2,picture,lure,0
subj01,750,2,picture,lure,0
subj01,751,2,picture,lure,0
subj01,752,2,picture,lure,1
subj01,753,2,picture,lure,1
subj01,754,2,picture,lure,1
subj01,755,2,picture,lure,1
subj01,756,2,picture,lure,0
subj01,757,2,picture,lure,0
subj01,758,2,picture,lure,0
subj01,759,2,picture,lure,1
subj01,760,2,picture,lure,0
subj01,761,2,picture,lure,1
subj01,762,2,picture,lure,0
subj01,763,2,picture,lure,0
subj01,764,2,picture,lure,0
subj01,765,2,picture,lure,0
subj01,766,2,picture,lure,0
subj01,767,2,picture,lure,1
subj01,768,2,picture,lure,0
subj01,769,2,picture,lure,1
subj01,770,2,picture,lure,1
subj01,771,2,picture,lure,0
subj01,772,2,picture,lure,0
subj01,773,2,picture,lure,0
subj01,774,2,picture,lure,0
subj01,775,2,picture,lure,0
subj01,776,2,picture,lure,0
subj01,777,2,picture,lure,0
subj01,778,2,picture,lure,0
subj01,779,2,picture,lure,0
subj01,780,2,picture,lure,0
subj01,781,2,picture,lure,0
subj01,782,2,picture,lure,0
subj01,783,2,picture,lure,0
subj01,784,2,picture,lure,1
subj01,785,2,picture,lure,1
subj01,786,2,picture,lure,0
subj01,787,2,picture,lure,0
subj01,788,2,picture,lure,0
subj01,789,2,picture,lure,1
subj01,790,2,picture,lure,0
subj01,791,2,picture,lure,0
subj01,792,2,picture,lure,1
subj01,793,2,picture,lure,0
subj01,794,2,picture,lure,1
subj01,795,2,picture,lure,0
subj01,796,2,picture,lure,0
subj01,797,2,picture,lure,0
subj01,798,2,picture,lure,0
subj01,799,2,picture,lure,0
subj01,800,2,picture,lure,0
subj01,801,4,word,target,1
subj01,802,4,word,target,1
subj01,803,4,word,target,1
subj01,804,4,word,target,1
subj01,805,4,word,target,1
subj01,806,4,word,target,1
subj01,807,4,word,target,1
subj01,808,4,word,target,1
subj01,809,4,word,target,1
subj01,810,4,word,target,1
subj01,811,4,word,target,0
subj01,812,4,word,target,1
subj01,813,4,word,target,1
subj01,814,4,word,target,1
subj01,815,4,word,target,1
subj01,816,4,word,target,0
subj01,817,4,word,target,0
subj01,818,4,word,target,1
subj01,819,4,word,target,0
subj01,820,4,word,target,1
subj01,821,4,word,target,1
subj01,822,4,word,target,1
subj01,823,4,word,target,1
subj01,824,4,word,target,1
subj01,825,4,word,target,1
subj01,826,4,word,target,1
subj01,827,4,word,target,1
subj01,828,4,word,target,1
subj01,829,4,word,target,1
subj01,830,4,word,target,0
subj01,831,4,word,target,1
subj01,832,4,word,target,1
subj01,833,4,word,target,1
subj01,834,4,word,target,1
subj01,835,4,word,target,1
subj01,836,4,word,target,1
subj01,837,4,word,target,1
subj01,838,4,word,target,1
subj01,839,4,word,target,1
subj01,840,4,word,target,1
subj01,841,4,word,target,1
subj01,842,4,word,target,1
subj01,843,4,word,target,0
subj01,844,4,word,target,0
subj01,845,4,word,target,1
subj01,846,4,word,target,0
subj01,847,4,word,target,1
subj01,848,4,word,target,1
subj01,849,4,word,target,1
subj01,850,4,word,target,1
subj01,851,4,word,target,1
subj01,852,4,word,target,1
subj01,853,4,word,target,1
subj01,854,4,word,target,1
subj01,855,4,word,target,1
subj01,856,4,word,target,1
subj01,857,4,word,target,1
subj01,858,4,word,target,1
subj01,859,4,word,target,1
subj01,860,4,word,target,1
subj01,861,4,word,target,1
subj01,862,4,word,target,1
subj01,863,4,word,target,1
subj01,864,4,word,target,1
subj01,865,4,word,target,0
subj01,866,4,word,target,1
subj01,867,4,word,target,1
subj01,868,4,word,target,1
subj01,869,4,word,target,0
subj01,870,4,word,target,1
subj01,871,4,word,target,0
subj01,872,4,word,target,1
subj01,873,4,word,target,1
subj01,874,4,word,target,1
subj01,875,4,word,target,1
subj01,876,4,word,target,0
subj01,877,4,word,target,1
subj01,878,4,word,target,1
subj01,879,4,word,target,1
subj01,880,4,word,target,1
subj01,881,4,word,target,1
subj01,882,4,word,target,0
subj01,883,4,word,target,1
subj01,884,4,word,target,1
subj01,885,4,word,target,1
subj01,886,4,word,target,1
subj01,887,4,word,target,1
subj01,888,4,word,target,1
subj01,889,4,word,target,1
subj01,890,4,word,target,1
subj01,891,4,word,target,1
subj01,892,4,word,target,1
subj01,893,4,word,target,1
subj01,894,4,word,target,0
subj01,895,4,word,target,1
subj01,896,4,word,target,0
subj01,897,4,word,target,1
subj01,898,4,word,target,0
subj01,899,4,word,target,1
subj01,900,4,word,target,1
subj01,901,4,word,lure,0
subj01,902,4,word,lure,1
subj01,903,4,word,lure,0
subj01,904,4,word,lure,0
subj01,905,4,word,lure,0
subj01,906,4,word,lure,0
subj01,907,4,word,lure,0
subj01,908,4,word,lure,0
subj01,909,4,word,lure,0
subj01,910,4,word,lure,0
subj01,911,4,word,lure,0
subj01,912,4,word,lure,0
subj01,913,4,word,lure,0
subj01,914,4,word,lure,0
subj01,915,4,word,lure,0
subj01,916,4,word,lure,0
subj01,917,4,word,lure,0
subj01,918,4,word,lure,0
subj01,919,4,word,lure,0
subj01,920,4,word,lure,0
subj01,921,4,word,lure,0
subj01,922,4,word,lure,1
subj01,923,4,word,lure,0
subj01,924,4,word,lure,0
subj01,925,4,word,lure,1
subj01,926,4,word,lure,0
subj01,927,4,word,lure,0
subj01,928,4,word,lure,0
subj01,929,4,word,lure,0
subj01,930,4,word,lure,0
subj01,931,4,word,lure,0
subj01,932,4,word,lure,0
subj01,933,4,word,lure,0
subj01,934,4,word,lure,0
subj01,935,4,word,lure,1
subj01,936,4,word,lure,0
subj01,937,4,word,lure,0
